Initialising Weights Using Xavier Weight Initialisation
Hidden Units: 30
Number of Epochs: 10000

****************
Learning Rate: 7.5e-06
****************

Training log:
Prediction: M

Target: H
Prediction: R

Target: I
Prediction: I

Target: V
Prediction: V

Target: W
Prediction: W

Target: A
Prediction: A

Target: I
Prediction: I

Target: J
Prediction: J

Target: B
Prediction: R

Target: F
Prediction: T

Target: P
Prediction: P

Target: E
Prediction: Z

Target: W
Prediction: W

Target: C
Prediction: C

Target: H
Prediction: R

Target: Y
Prediction: Y

Target: R
Prediction: V

Target: F
Prediction: W

Target: N
Prediction: N

Target: K
Prediction: H

Target: S
Prediction: T

Target: Z
Prediction: Z

Target: M
Prediction: M

Target: F
Prediction: F

Target: C
Prediction: C

Target: C
Prediction: C

Target: O
Prediction: O

Target: N
Prediction: N

Target: C
Prediction: C

Target: E
Prediction: Z

Target: B
Prediction: R

Target: B
Prediction: S

Target: G
Prediction: R

Target: N
Prediction: N

Target: S
Prediction: Z

Target: D
Prediction: D

Target: G
Prediction: R

Target: V
Prediction: V

Target: Q
Prediction: Q

Target: W
Prediction: W

Target: T
Prediction: T

Target: K
Prediction: K

Target: J
Prediction: X

Target: A
Prediction: A

Target: N
Prediction: N

Target: R
Prediction: R

Target: C
Prediction: H

Target: H
Prediction: H

Target: E
Prediction: Z

Target: I
Prediction: I

Target: D
Prediction: R

Target: G
Prediction: R

Target: Z
Prediction: Z

Target: J
Prediction: J

Target: K
Prediction: K

Target: D
Prediction: D

Target: P
Prediction: P

Target: B
Prediction: S

Target: E
Prediction: Z

Target: N
Prediction: N

Target: Q
Prediction: Q

Target: D
Prediction: V

Target: B
Prediction: S

Target: H
Prediction: N

Target: S
Prediction: R

Target: S
Prediction: Z

Target: C
Prediction: R

Target: D
Prediction: D

Target: R
Prediction: R

Target: K
Prediction: K

Target: R
Prediction: R

Target: S
Prediction: X

Target: Z
Prediction: Z

Target: S
Prediction: S

Target: N
Prediction: N

Target: X
Prediction: Z

Target: B
Prediction: B

Target: B
Prediction: R

Target: V
Prediction: V

Target: O
Prediction: O

Target: P
Prediction: P

Target: G
Prediction: C

Target: C
Prediction: R

Target: A
Prediction: A

Target: T
Prediction: T

Target: U
Prediction: U

Target: E
Prediction: R

Target: U
Prediction: U

Target: Y
Prediction: Z

Target: O
Prediction: O

Target: Z
Prediction: Z

Target: X
Prediction: X

Target: N
Prediction: W

Target: S
Prediction: S

Target: K
Prediction: R

Target: C
Prediction: C

Target: O
Prediction: R

Target: S
Prediction: S

Target: I
Prediction: I

Target: A
Prediction: A

Target: M
Prediction: M

Target: J
Prediction: J

Target: V
Prediction: V

Target: Y
Prediction: Y

Target: U
Prediction: K

Target: N
Prediction: N

Target: E
Prediction: R

Target: T
Prediction: T

Target: G
Prediction: O

Target: Z
Prediction: S

Target: E
Prediction: X

Target: V
Prediction: V

Target: E
Prediction: Z

Target: D
Prediction: S

Target: N
Prediction: N

Target: X
Prediction: S

Target: H
Prediction: N

Target: E
Prediction: Z

Target: D
Prediction: H

Target: L
Prediction: L

Target: U
Prediction: N

Target: O
Prediction: O

Target: X
Prediction: Z

Target: F
Prediction: F

Target: R
Prediction: R

Target: D
Prediction: D

Target: M
Prediction: M

Target: K
Prediction: R

Target: V
Prediction: V

Target: K
Prediction: K

Target: G
Prediction: S

Target: J
Prediction: Z

Target: W
Prediction: W

Target: T
Prediction: T

Target: A
Prediction: A

Target: R
Prediction: R

Target: D
Prediction: D

Target: B
Prediction: R

Target: D
Prediction: Z

Target: S
Prediction: Z

Target: S
Prediction: S

Target: J
Prediction: Z

Target: Y
Prediction: H

Target: G
Prediction: H

Target: U
Prediction: U

Target: N
Prediction: N

Target: B
Prediction: R

Target: K
Prediction: K

Target: B
Prediction: B

Target: M
Prediction: M

Target: K
Prediction: R

Target: G
Prediction: C

Target: U
Prediction: U

Target: E
Prediction: Z

Target: F
Prediction: T

Target: W
Prediction: W

Target: A
Prediction: A

Target: P
Prediction: P

Target: B
Prediction: B

Target: S
Prediction: S

Target: T
Prediction: T

Target: O
Prediction: O

Target: I
Prediction: T

Target: T
Prediction: R

Target: R
Prediction: R

Target: R
Prediction: R

Target: L
Prediction: L

Target: M
Prediction: M

Target: K
Prediction: X

Target: E
Prediction: Z

Target: B
Prediction: B

Target: M
Prediction: M

Target: C
Prediction: K

Target: E
Prediction: R

Target: J
Prediction: J

Target: I
Prediction: Z

Target: G
Prediction: S

Target: A
Prediction: R

Target: W
Prediction: W

Target: X
Prediction: R

Target: G
Prediction: Z

Target: Q
Prediction: Q

Target: T
Prediction: T

Target: U
Prediction: U

Target: M
Prediction: M

Target: T
Prediction: T

Target: S
Prediction: S

Target: A
Prediction: A

Target: G
Prediction: C

Target: V
Prediction: R

Target: U
Prediction: U

Target: T
Prediction: T

Target: C
Prediction: C

Target: Q
Prediction: O

Target: V
Prediction: H

Target: G
Prediction: Z

Target: K
Prediction: X

Target: D
Prediction: Z

Average Error on Test Set: 0.07958430047170467

Correctly Predicted: 62.65% of test set

****************
Learning Rate: 5e-06
****************

Training log:
****************
Error after 100 epochs: 0.2709532513858294
Error after 500 epochs: 0.16802472841607688
Error after 1000 epochs: 0.13785184170512815
Error after 2000 epochs: 0.13797968541165143
Error after 5000 epochs: 0.10263895840627853
Error after 10000 epochs: 0.07701890869487116

Testing log (showing every tenth set of targets/predictions):
****************
Target: U
Prediction: U

Target: F
Prediction: F

Target: H
Prediction: U

Target: B
Prediction: Q

Target: E
Prediction: G

Target: H
Prediction: Q

Target: U
Prediction: U

Target: W
Prediction: W

Target: S
Prediction: B

Target: O
Prediction: O

Target: V
Prediction: V

Target: A
Prediction: A

Target: C
Prediction: U

Target: B
Prediction: B

Target: A
Prediction: A

Target: H
Prediction: O

Target: H
Prediction: H

Target: R
Prediction: R

Target: X
Prediction: Z

Target: O
Prediction: Q

Target: R
Prediction: Q

Target: O
Prediction: O

Target: W
Prediction: W

Target: J
Prediction: J

Target: V
Prediction: V

Target: K
Prediction: Q

Target: S
Prediction: Q

Target: C
Prediction: Q

Target: Q
Prediction: Q

Target: X
Prediction: Q

Target: A
Prediction: A

Target: F
Prediction: F

Target: T
Prediction: T

Target: O
Prediction: O

Target: G
Prediction: Q

Target: K
Prediction: U

Target: Y
Prediction: Y

Target: H
Prediction: O

Target: Z
Prediction: Z

Target: C
Prediction: Q

Target: P
Prediction: P

Target: C
Prediction: Q

Target: Z
Prediction: Z

Target: H
Prediction: H

Target: H
Prediction: H

Target: O
Prediction: O

Target: R
Prediction: R

Target: A
Prediction: A

Target: Y
Prediction: Q

Target: N
Prediction: O

Target: Q
Prediction: Q

Target: F
Prediction: F

Target: I
Prediction: Q

Target: I
Prediction: I

Target: R
Prediction: O

Target: J
Prediction: J

Target: T
Prediction: T

Target: D
Prediction: D

Target: Q
Prediction: Q

Target: P
Prediction: P

Target: P
Prediction: P

Target: V
Prediction: V

Target: W
Prediction: W

Target: J
Prediction: J

Target: P
Prediction: D

Target: K
Prediction: R

Target: M
Prediction: D

Target: K
Prediction: O

Target: N
Prediction: U

Target: P
Prediction: Q

Target: O
Prediction: O

Target: F
Prediction: F

Target: R
Prediction: O

Target: D
Prediction: Z

Target: D
Prediction: D

Target: M
Prediction: M

Target: Z
Prediction: Z

Target: R
Prediction: R

Target: M
Prediction: M

Target: T
Prediction: Q

Target: A
Prediction: A

Target: W
Prediction: W

Target: W
Prediction: W

Target: K
Prediction: G

Target: E
Prediction: X

Target: F
Prediction: F

Target: G
Prediction: Q

Target: Q
Prediction: Q

Target: V
Prediction: V

Target: Y
Prediction: D

Target: G
Prediction: O

Target: Y
Prediction: Y

Target: O
Prediction: O

Target: I
Prediction: I

Target: X
Prediction: U

Target: U
Prediction: U

Target: G
Prediction: Q

Target: N
Prediction: U

Target: Q
Prediction: Q

Target: Y
Prediction: Y

Target: Z
Prediction: S

Target: H
Prediction: O

Target: Q
Prediction: Q

Target: O
Prediction: Q

Target: S
Prediction: Z

Target: O
Prediction: O

Target: I
Prediction: I

Target: G
Prediction: Q

Target: G
Prediction: O

Target: P
Prediction: P

Target: W
Prediction: W

Target: Q
Prediction: Q

Target: F
Prediction: F

Target: X
Prediction: Q

Target: B
Prediction: O

Target: F
Prediction: D

Target: X
Prediction: X

Target: X
Prediction: Q

Target: I
Prediction: I

Target: E
Prediction: Q

Target: I
Prediction: I

Target: J
Prediction: D

Target: P
Prediction: P

Target: P
Prediction: D

Target: D
Prediction: O

Target: X
Prediction: Z

Target: V
Prediction: V

Target: F
Prediction: V

Target: V
Prediction: V

Target: W
Prediction: W

Target: P
Prediction: D

Target: Q
Prediction: Q

Target: E
Prediction: L

Target: I
Prediction: D

Target: A
Prediction: A

Target: O
Prediction: Q

Target: N
Prediction: U

Target: M
Prediction: M

Target: L
Prediction: L

Target: R
Prediction: B

Target: B
Prediction: B

Target: S
Prediction: Q

Target: J
Prediction: J

Target: K
Prediction: F

Target: O
Prediction: Q

Target: I
Prediction: I

Target: Y
Prediction: Y

Target: B
Prediction: Q

Target: R
Prediction: R

Target: J
Prediction: J

Target: Z
Prediction: Z

Target: N
Prediction: O

Target: B
Prediction: B

Target: S
Prediction: B

Target: U
Prediction: U

Target: J
Prediction: J

Target: Q
Prediction: Q

Target: T
Prediction: T

Target: Z
Prediction: Z

Target: F
Prediction: W

Target: J
Prediction: J

Target: L
Prediction: L

Target: V
Prediction: V

Target: I
Prediction: Q

Target: U
Prediction: O

Target: K
Prediction: U

Target: E
Prediction: Q

Target: F
Prediction: F

Target: N
Prediction: H

Target: A
Prediction: Q

Target: N
Prediction: O

Target: B
Prediction: F

Target: J
Prediction: J

Target: P
Prediction: P

Target: Z
Prediction: Z

Target: W
Prediction: W

Target: F
Prediction: F

Target: X
Prediction: D

Target: R
Prediction: R

Target: H
Prediction: O

Target: L
Prediction: L

Target: R
Prediction: R

Target: O
Prediction: O

Target: K
Prediction: U

Target: S
Prediction: Z

Target: C
Prediction: Q

Target: Y
Prediction: O

Target: Z
Prediction: Z

Target: F
Prediction: F

Target: C
Prediction: Q

Target: H
Prediction: H

Target: T
Prediction: T

Target: R
Prediction: Q

Target: S
Prediction: Z

Target: D
Prediction: D

Target: E
Prediction: U

Target: A
Prediction: A

Target: E
Prediction: Z

Target: Y
Prediction: Y

Target: P
Prediction: P

Target: J
Prediction: J

Target: W
Prediction: W

Target: M
Prediction: M

Target: H
Prediction: R

Target: I
Prediction: I

Target: V
Prediction: V

Target: W
Prediction: W

Target: A
Prediction: A

Target: I
Prediction: I

Target: J
Prediction: J

Target: B
Prediction: Q

Target: F
Prediction: P

Target: P
Prediction: P

Target: E
Prediction: Q

Target: W
Prediction: W

Target: C
Prediction: Q

Target: H
Prediction: R

Target: Y
Prediction: Y

Target: R
Prediction: D

Target: F
Prediction: F

Target: N
Prediction: H

Target: K
Prediction: Q

Target: S
Prediction: F

Target: Z
Prediction: Z

Target: M
Prediction: M

Target: F
Prediction: F

Target: C
Prediction: Q

Target: C
Prediction: Q

Target: O
Prediction: O

Target: N
Prediction: O

Target: C
Prediction: U

Target: E
Prediction: Q

Target: B
Prediction: Q

Target: B
Prediction: B

Target: G
Prediction: Q

Target: N
Prediction: H

Target: S
Prediction: Q

Target: D
Prediction: D

Target: G
Prediction: Q

Target: V
Prediction: V

Target: Q
Prediction: Q

Target: W
Prediction: W

Target: T
Prediction: T

Target: K
Prediction: R

Target: J
Prediction: Z

Target: A
Prediction: A

Target: N
Prediction: T

Target: R
Prediction: Q

Target: C
Prediction: Q

Target: H
Prediction: H

Target: E
Prediction: B

Target: I
Prediction: I

Target: D
Prediction: D

Target: G
Prediction: Q

Target: Z
Prediction: Z

Target: J
Prediction: J

Target: K
Prediction: Q

Target: D
Prediction: D

Target: P
Prediction: P

Target: B
Prediction: B

Target: E
Prediction: Q

Target: N
Prediction: O

Target: Q
Prediction: Q

Target: D
Prediction: D

Target: B
Prediction: Q

Target: H
Prediction: U

Target: S
Prediction: B

Target: S
Prediction: S

Target: C
Prediction: Q

Target: D
Prediction: D

Target: R
Prediction: Q

Target: K
Prediction: R

Target: R
Prediction: Q

Target: S
Prediction: F

Target: Z
Prediction: Z

Target: S
Prediction: Q

Target: N
Prediction: H

Target: X
Prediction: X

Target: B
Prediction: B

Target: B
Prediction: Q

Target: V
Prediction: V

Target: O
Prediction: O

Target: P
Prediction: P

Target: G
Prediction: Q

Target: C
Prediction: Q

Target: A
Prediction: A

Target: T
Prediction: T

Target: U
Prediction: U

Target: E
Prediction: Q

Target: U
Prediction: U

Target: Y
Prediction: Z

Target: O
Prediction: O

Target: Z
Prediction: Z

Target: X
Prediction: S

Target: N
Prediction: O

Target: S
Prediction: Q

Target: K
Prediction: R

Target: C
Prediction: Q

Target: O
Prediction: O

Target: S
Prediction: Q

Target: I
Prediction: I

Target: A
Prediction: A

Target: M
Prediction: M

Target: J
Prediction: J

Target: V
Prediction: V

Target: Y
Prediction: Y

Target: U
Prediction: U

Target: N
Prediction: O

Target: E
Prediction: Q

Target: T
Prediction: T

Target: G
Prediction: P

Target: Z
Prediction: Z

Target: E
Prediction: F

Target: V
Prediction: V

Target: E
Prediction: X

Target: D
Prediction: Z

Target: N
Prediction: H

Target: X
Prediction: Q

Target: H
Prediction: H

Target: E
Prediction: B

Target: D
Prediction: O

Target: L
Prediction: L

Target: U
Prediction: O

Target: O
Prediction: O

Target: X
Prediction: B

Target: F
Prediction: F

Target: R
Prediction: R

Target: D
Prediction: D

Target: M
Prediction: M

Target: K
Prediction: F

Target: V
Prediction: V

Target: K
Prediction: U

Target: G
Prediction: Q

Target: J
Prediction: Q

Target: W
Prediction: W

Target: T
Prediction: T

Target: A
Prediction: A

Target: R
Prediction: R

Target: D
Prediction: D

Target: B
Prediction: Q

Target: D
Prediction: O

Target: S
Prediction: D

Target: S
Prediction: Z

Target: J
Prediction: Q

Target: Y
Prediction: O

Target: G
Prediction: P

Target: U
Prediction: U

Target: N
Prediction: O

Target: B
Prediction: Q

Target: K
Prediction: Q

Target: B
Prediction: B

Target: M
Prediction: M

Target: K
Prediction: R

Target: G
Prediction: Q

Target: U
Prediction: U

Target: E
Prediction: Q

Target: F
Prediction: F

Target: W
Prediction: W

Target: A
Prediction: A

Target: P
Prediction: P

Target: B
Prediction: S

Target: S
Prediction: Q

Target: T
Prediction: T

Target: O
Prediction: O

Target: I
Prediction: P

Target: T
Prediction: Q

Target: R
Prediction: Q

Target: R
Prediction: R

Target: L
Prediction: L

Target: M
Prediction: M

Target: K
Prediction: U

Target: E
Prediction: S

Target: B
Prediction: B

Target: M
Prediction: M

Target: C
Prediction: Q

Target: E
Prediction: Q

Target: J
Prediction: J

Target: I
Prediction: D

Target: G
Prediction: Q

Target: A
Prediction: Q

Target: W
Prediction: W

Target: X
Prediction: D

Target: G
Prediction: Q

Target: Q
Prediction: Q

Target: T
Prediction: T

Target: U
Prediction: U

Target: M
Prediction: M

Target: T
Prediction: T

Target: S
Prediction: U

Target: A
Prediction: A

Target: G
Prediction: Q

Target: V
Prediction: Q

Target: U
Prediction: U

Target: T
Prediction: T

Target: C
Prediction: Q

Target: Q
Prediction: O

Target: V
Prediction: O

Target: G
Prediction: Q

Target: K
Prediction: U

Target: D
Prediction: O

Average Error on Test Set: 0.07471662339518012

Correctly Predicted: 54.85% of test set

****************
Learning Rate: 2.5e-06
****************

Training log:
****************
Error after 100 epochs: 0.07491877812586634
Error after 500 epochs: 0.07516877932072535
Error after 1000 epochs: 0.07580051460813554
Error after 2000 epochs: 0.07549156382731752
Error after 5000 epochs: 0.06874158743381979
Error after 10000 epochs: 0.06424348592356093

Testing log (showing every tenth set of targets/predictions):
****************
Target: U
Prediction: U

Target: F
Prediction: P

Target: H
Prediction: X

Target: B
Prediction: B

Target: E
Prediction: C

Target: H
Prediction: V

Target: U
Prediction: I

Target: W
Prediction: W

Target: S
Prediction: Z

Target: O
Prediction: N

Target: V
Prediction: V

Target: A
Prediction: A

Target: C
Prediction: C

Target: B
Prediction: D

Target: A
Prediction: A

Target: H
Prediction: N

Target: H
Prediction: N

Target: R
Prediction: B

Target: X
Prediction: X

Target: O
Prediction: C

Target: R
Prediction: C

Target: O
Prediction: N

Target: W
Prediction: W

Target: J
Prediction: J

Target: V
Prediction: V

Target: K
Prediction: C

Target: S
Prediction: X

Target: C
Prediction: C

Target: Q
Prediction: N

Target: X
Prediction: N

Target: A
Prediction: A

Target: F
Prediction: V

Target: T
Prediction: T

Target: O
Prediction: N

Target: G
Prediction: C

Target: K
Prediction: X

Target: Y
Prediction: V

Target: H
Prediction: N

Target: Z
Prediction: Z

Target: C
Prediction: C

Target: P
Prediction: P

Target: C
Prediction: C

Target: Z
Prediction: Z

Target: H
Prediction: N

Target: H
Prediction: N

Target: O
Prediction: N

Target: R
Prediction: C

Target: A
Prediction: A

Target: Y
Prediction: N

Target: N
Prediction: X

Target: Q
Prediction: N

Target: F
Prediction: F

Target: I
Prediction: N

Target: I
Prediction: I

Target: R
Prediction: X

Target: J
Prediction: J

Target: T
Prediction: T

Target: D
Prediction: D

Target: Q
Prediction: N

Target: P
Prediction: P

Target: P
Prediction: P

Target: V
Prediction: V

Target: W
Prediction: W

Target: J
Prediction: J

Target: P
Prediction: P

Target: K
Prediction: M

Target: M
Prediction: N

Target: K
Prediction: X

Target: N
Prediction: N

Target: P
Prediction: C

Target: O
Prediction: N

Target: F
Prediction: F

Target: R
Prediction: D

Target: D
Prediction: Z

Target: D
Prediction: B

Target: M
Prediction: M

Target: Z
Prediction: Z

Target: R
Prediction: B

Target: M
Prediction: M

Target: T
Prediction: X

Target: A
Prediction: A

Target: W
Prediction: W

Target: W
Prediction: W

Target: K
Prediction: X

Target: E
Prediction: X

Target: F
Prediction: F

Target: G
Prediction: C

Target: Q
Prediction: C

Target: V
Prediction: V

Target: Y
Prediction: N

Target: G
Prediction: N

Target: Y
Prediction: V

Target: O
Prediction: N

Target: I
Prediction: I

Target: X
Prediction: X

Target: U
Prediction: U

Target: G
Prediction: X

Target: N
Prediction: N

Target: Q
Prediction: V

Target: Y
Prediction: V

Target: Z
Prediction: X

Target: H
Prediction: N

Target: Q
Prediction: C

Target: O
Prediction: N

Target: S
Prediction: Z

Target: O
Prediction: N

Target: I
Prediction: I

Target: G
Prediction: N

Target: G
Prediction: N

Target: P
Prediction: P

Target: W
Prediction: W

Target: Q
Prediction: Z

Target: F
Prediction: P

Target: X
Prediction: N

Target: B
Prediction: N

Target: F
Prediction: P

Target: X
Prediction: X

Target: X
Prediction: X

Target: I
Prediction: I

Target: E
Prediction: E

Target: I
Prediction: I

Target: J
Prediction: N

Target: P
Prediction: P

Target: P
Prediction: N

Target: D
Prediction: X

Target: X
Prediction: X

Target: V
Prediction: V

Target: F
Prediction: T

Target: V
Prediction: V

Target: W
Prediction: W

Target: P
Prediction: V

Target: Q
Prediction: N

Target: E
Prediction: L

Target: I
Prediction: P

Target: A
Prediction: A

Target: O
Prediction: N

Target: N
Prediction: N

Target: M
Prediction: M

Target: L
Prediction: L

Target: R
Prediction: X

Target: B
Prediction: B

Target: S
Prediction: Z

Target: J
Prediction: J

Target: K
Prediction: X

Target: O
Prediction: N

Target: I
Prediction: I

Target: Y
Prediction: V

Target: B
Prediction: B

Target: R
Prediction: B

Target: J
Prediction: J

Target: Z
Prediction: Z

Target: N
Prediction: N

Target: B
Prediction: X

Target: S
Prediction: B

Target: U
Prediction: U

Target: J
Prediction: J

Target: Q
Prediction: X

Target: T
Prediction: T

Target: Z
Prediction: Z

Target: F
Prediction: W

Target: J
Prediction: J

Target: L
Prediction: L

Target: V
Prediction: V

Target: I
Prediction: B

Target: U
Prediction: N

Target: K
Prediction: X

Target: E
Prediction: B

Target: F
Prediction: P

Target: N
Prediction: N

Target: A
Prediction: Z

Target: N
Prediction: X

Target: B
Prediction: P

Target: J
Prediction: J

Target: P
Prediction: P

Target: Z
Prediction: Z

Target: W
Prediction: W

Target: F
Prediction: P

Target: X
Prediction: X

Target: R
Prediction: B

Target: H
Prediction: N

Target: L
Prediction: L

Target: R
Prediction: C

Target: O
Prediction: N

Target: K
Prediction: X

Target: S
Prediction: Z

Target: C
Prediction: C

Target: Y
Prediction: N

Target: Z
Prediction: Z

Target: F
Prediction: P

Target: C
Prediction: C

Target: H
Prediction: N

Target: T
Prediction: T

Target: R
Prediction: G

Target: S
Prediction: Z

Target: D
Prediction: P

Target: E
Prediction: N

Target: A
Prediction: A

Target: E
Prediction: Z

