Initialising Weights Using Xavier Weight Initialisation
Hidden Units: 10
Number of Epochs: 10000

****************
Learning Rate: 0.001
****************

Training log:
Prediction: D

Target: N
Prediction: D

Target: Q
Prediction: D

Target: Y
Prediction: D

Target: Z
Prediction: D

Target: H
Prediction: D

Target: Q
Prediction: D

Target: O
Prediction: D

Target: S
Prediction: D

Target: O
Prediction: D

Target: I
Prediction: D

Target: G
Prediction: D

Target: G
Prediction: D

Target: P
Prediction: D

Target: W
Prediction: D

Target: Q
Prediction: D

Target: F
Prediction: D

Target: X
Prediction: D

Target: B
Prediction: D

Target: F
Prediction: D

Target: X
Prediction: D

Target: X
Prediction: D

Target: I
Prediction: D

Target: E
Prediction: D

Target: I
Prediction: D

Target: J
Prediction: D

Target: P
Prediction: D

Target: P
Prediction: D

Target: D
Prediction: D

Target: X
Prediction: D

Target: V
Prediction: D

Target: F
Prediction: D

Target: V
Prediction: D

Target: W
Prediction: D

Target: P
Prediction: D

Target: Q
Prediction: D

Target: E
Prediction: D

Target: I
Prediction: D

Target: A
Prediction: D

Target: O
Prediction: D

Target: N
Prediction: D

Target: M
Prediction: D

Target: L
Prediction: D

Target: R
Prediction: D

Target: B
Prediction: D

Target: S
Prediction: D

Target: J
Prediction: D

Target: K
Prediction: D

Target: O
Prediction: D

Target: I
Prediction: D

Target: Y
Prediction: D

Target: B
Prediction: D

Target: R
Prediction: D

Target: J
Prediction: D

Target: Z
Prediction: D

Target: N
Prediction: D

Target: B
Prediction: D

Target: S
Prediction: D

Target: U
Prediction: D

Target: J
Prediction: D

Target: Q
Prediction: D

Target: T
Prediction: D

Target: Z
Prediction: D

Target: F
Prediction: D

Target: J
Prediction: D

Target: L
Prediction: D

Target: V
Prediction: D

Target: I
Prediction: D

Target: U
Prediction: D

Target: K
Prediction: D

Target: E
Prediction: D

Target: F
Prediction: D

Target: N
Prediction: D

Target: A
Prediction: D

Target: N
Prediction: D

Target: B
Prediction: D

Target: J
Prediction: D

Target: P
Prediction: D

Target: Z
Prediction: D

Target: W
Prediction: D

Target: F
Prediction: D

Target: X
Prediction: D

Target: R
Prediction: D

Target: H
Prediction: D

Target: L
Prediction: D

Target: R
Prediction: D

Target: O
Prediction: D

Target: K
Prediction: D

Target: S
Prediction: D

Target: C
Prediction: D

Target: Y
Prediction: D

Target: Z
Prediction: D

Target: F
Prediction: D

Target: C
Prediction: D

Target: H
Prediction: D

Target: T
Prediction: D

Target: R
Prediction: D

Target: S
Prediction: D

Target: D
Prediction: D

Target: E
Prediction: D

Target: A
Prediction: D

Target: E
Prediction: D

Target: Y
Prediction: D

Target: P
Prediction: D

Target: J
Prediction: D

Target: W
Prediction: D

Target: M
Prediction: D

Target: H
Prediction: D

Target: I
Prediction: D

Target: V
Prediction: D

Target: W
Prediction: D

Target: A
Prediction: D

Target: I
Prediction: D

Target: J
Prediction: D

Target: B
Prediction: D

Target: F
Prediction: D

Target: P
Prediction: D

Target: E
Prediction: D

Target: W
Prediction: D

Target: C
Prediction: D

Target: H
Prediction: D

Target: Y
Prediction: D

Target: R
Prediction: D

Target: F
Prediction: D

Target: N
Prediction: D

Target: K
Prediction: D

Target: S
Prediction: D

Target: Z
Prediction: D

Target: M
Prediction: D

Target: F
Prediction: D

Target: C
Prediction: D

Target: C
Prediction: D

Target: O
Prediction: D

Target: N
Prediction: D

Target: C
Prediction: D

Target: E
Prediction: D

Target: B
Prediction: D

Target: B
Prediction: D

Target: G
Prediction: D

Target: N
Prediction: D

Target: S
Prediction: D

Target: D
Prediction: D

Target: G
Prediction: D

Target: V
Prediction: D

Target: Q
Prediction: D

Target: W
Prediction: D

Target: T
Prediction: D

Target: K
Prediction: D

Target: J
Prediction: D

Target: A
Prediction: D

Target: N
Prediction: D

Target: R
Prediction: D

Target: C
Prediction: D

Target: H
Prediction: D

Target: E
Prediction: D

Target: I
Prediction: D

Target: D
Prediction: D

Target: G
Prediction: D

Target: Z
Prediction: D

Target: J
Prediction: D

Target: K
Prediction: D

Target: D
Prediction: D

Target: P
Prediction: D

Target: B
Prediction: D

Target: E
Prediction: D

Target: N
Prediction: D

Target: Q
Prediction: D

Target: D
Prediction: D

Target: B
Prediction: D

Target: H
Prediction: D

Target: S
Prediction: D

Target: S
Prediction: D

Target: C
Prediction: D

Target: D
Prediction: D

Target: R
Prediction: D

Target: K
Prediction: D

Target: R
Prediction: D

Target: S
Prediction: D

Target: Z
Prediction: D

Target: S
Prediction: D

Target: N
Prediction: D

Target: X
Prediction: D

Target: B
Prediction: D

Target: B
Prediction: D

Target: V
Prediction: D

Target: O
Prediction: D

Target: P
Prediction: D

Target: G
Prediction: D

Target: C
Prediction: D

Target: A
Prediction: D

Target: T
Prediction: D

Target: U
Prediction: D

Target: E
Prediction: D

Target: U
Prediction: D

Target: Y
Prediction: D

Target: O
Prediction: D

Target: Z
Prediction: D

Target: X
Prediction: D

Target: N
Prediction: D

Target: S
Prediction: D

Target: K
Prediction: D

Target: C
Prediction: D

Target: O
Prediction: D

Target: S
Prediction: D

Target: I
Prediction: D

Target: A
Prediction: D

Target: M
Prediction: D

Target: J
Prediction: D

Target: V
Prediction: D

Target: Y
Prediction: D

Target: U
Prediction: D

Target: N
Prediction: D

Target: E
Prediction: D

Target: T
Prediction: D

Target: G
Prediction: D

Target: Z
Prediction: D

Target: E
Prediction: D

Target: V
Prediction: D

Target: E
Prediction: D

Target: D
Prediction: D

Target: N
Prediction: D

Target: X
Prediction: D

Target: H
Prediction: D

Target: E
Prediction: D

Target: D
Prediction: D

Target: L
Prediction: D

Target: U
Prediction: D

Target: O
Prediction: D

Target: X
Prediction: D

Target: F
Prediction: D

Target: R
Prediction: D

Target: D
Prediction: D

Target: M
Prediction: D

Target: K
Prediction: D

Target: V
Prediction: D

Target: K
Prediction: D

Target: G
Prediction: D

Target: J
Prediction: D

Target: W
Prediction: D

Target: T
Prediction: D

Target: A
Prediction: D

Target: R
Prediction: D

Target: D
Prediction: D

Target: B
Prediction: D

Target: D
Prediction: D

Target: S
Prediction: D

Target: S
Prediction: D

Target: J
Prediction: D

Target: Y
Prediction: D

Target: G
Prediction: D

Target: U
Prediction: D

Target: N
Prediction: D

Target: B
Prediction: D

Target: K
Prediction: D

Target: B
Prediction: D

Target: M
Prediction: D

Target: K
Prediction: D

Target: G
Prediction: D

Target: U
Prediction: D

Target: E
Prediction: D

Target: F
Prediction: D

Target: W
Prediction: D

Target: A
Prediction: D

Target: P
Prediction: D

Target: B
Prediction: D

Target: S
Prediction: D

Target: T
Prediction: D

Target: O
Prediction: D

Target: I
Prediction: D

Target: T
Prediction: D

Target: R
Prediction: D

Target: R
Prediction: D

Target: L
Prediction: D

Target: M
Prediction: D

Target: K
Prediction: D

Target: E
Prediction: D

Target: B
Prediction: D

Target: M
Prediction: D

Target: C
Prediction: D

Target: E
Prediction: D

Target: J
Prediction: D

Target: I
Prediction: D

Target: G
Prediction: D

Target: A
Prediction: D

Target: W
Prediction: D

Target: X
Prediction: D

Target: G
Prediction: D

Target: Q
Prediction: D

Target: T
Prediction: D

Target: U
Prediction: D

Target: M
Prediction: D

Target: T
Prediction: D

Target: S
Prediction: D

Target: A
Prediction: D

Target: G
Prediction: D

Target: V
Prediction: D

Target: U
Prediction: D

Target: T
Prediction: D

Target: C
Prediction: D

Target: Q
Prediction: D

Target: V
Prediction: D

Target: G
Prediction: D

Target: K
Prediction: D

Target: D
Prediction: D

Average Error on Test Set: 0.9615384615348838

Correctly Predicted: 4.15% of test set

****************
Learning Rate: 1e-05
****************

Training log:
****************
Error after 100 epochs: 0.07403760346082539
Error after 500 epochs: 0.07464309578001636
Error after 1000 epochs: 0.07480040045097193
Error after 2000 epochs: 0.07077811849658733
Error after 5000 epochs: 0.07018201609888433
Error after 10000 epochs: 0.06783172385174852

Testing log (showing every tenth set of targets/predictions):
****************
Target: U
Prediction: X

Target: F
Prediction: Y

Target: H
Prediction: X

Target: B
Prediction: X

Target: E
Prediction: X

Target: H
Prediction: Y

Target: U
Prediction: M

Target: W
Prediction: M

Target: S
Prediction: X

Target: O
Prediction: X

Target: V
Prediction: Y

Target: A
Prediction: A

Target: C
Prediction: X

Target: B
Prediction: X

Target: A
Prediction: A

Target: H
Prediction: X

Target: H
Prediction: M

Target: R
Prediction: X

Target: X
Prediction: X

Target: O
Prediction: X

Target: R
Prediction: X

Target: O
Prediction: X

Target: W
Prediction: M

Target: J
Prediction: X

Target: V
Prediction: Y

Target: K
Prediction: X

Target: S
Prediction: X

Target: C
Prediction: X

Target: Q
Prediction: X

Target: X
Prediction: X

Target: A
Prediction: A

Target: F
Prediction: Y

Target: T
Prediction: Y

Target: O
Prediction: X

Target: G
Prediction: X

Target: K
Prediction: M

Target: Y
Prediction: Y

Target: H
Prediction: M

Target: Z
Prediction: X

Target: C
Prediction: X

Target: P
Prediction: Y

Target: C
Prediction: X

Target: Z
Prediction: X

Target: H
Prediction: M

Target: H
Prediction: M

Target: O
Prediction: X

Target: R
Prediction: X

Target: A
Prediction: A

Target: Y
Prediction: X

Target: N
Prediction: M

Target: Q
Prediction: X

Target: F
Prediction: Y

Target: I
Prediction: X

Target: I
Prediction: X

Target: R
Prediction: M

Target: J
Prediction: X

Target: T
Prediction: Y

Target: D
Prediction: X

Target: Q
Prediction: X

Target: P
Prediction: Y

Target: P
Prediction: Y

Target: V
Prediction: Y

Target: W
Prediction: W

Target: J
Prediction: X

Target: P
Prediction: X

Target: K
Prediction: X

Target: M
Prediction: X

Target: K
Prediction: M

Target: N
Prediction: M

Target: P
Prediction: X

Target: O
Prediction: X

Target: F
Prediction: Y

Target: R
Prediction: X

Target: D
Prediction: X

Target: D
Prediction: X

Target: M
Prediction: M

Target: Z
Prediction: X

Target: R
Prediction: X

Target: M
Prediction: M

Target: T
Prediction: P

Target: A
Prediction: A

Target: W
Prediction: M

Target: W
Prediction: M

Target: K
Prediction: X

Target: E
Prediction: X

Target: F
Prediction: Y

Target: G
Prediction: X

Target: Q
Prediction: X

Target: V
Prediction: Y

Target: Y
Prediction: Y

Target: G
Prediction: X

Target: Y
Prediction: Y

Target: O
Prediction: X

Target: I
Prediction: X

Target: X
Prediction: X

Target: U
Prediction: X

Target: G
Prediction: X

Target: N
Prediction: M

Target: Q
Prediction: X

Target: Y
Prediction: Y

Target: Z
Prediction: X

Target: H
Prediction: X

Target: Q
Prediction: X

Target: O
Prediction: X

Target: S
Prediction: X

Target: O
Prediction: X

Target: I
Prediction: X

Target: G
Prediction: X

Target: G
Prediction: X

Target: P
Prediction: Y

Target: W
Prediction: M

Target: Q
Prediction: X

Target: F
Prediction: Y

Target: X
Prediction: X

Target: B
Prediction: X

Target: F
Prediction: Y

Target: X
Prediction: X

Target: X
Prediction: X

Target: I
Prediction: X

Target: E
Prediction: X

Target: I
Prediction: X

Target: J
Prediction: M

Target: P
Prediction: Y

Target: P
Prediction: Y

Target: D
Prediction: X

Target: X
Prediction: X

Target: V
Prediction: Y

Target: F
Prediction: Y

Target: V
Prediction: Y

Target: W
Prediction: M

Target: P
Prediction: Y

Target: Q
Prediction: X

Target: E
Prediction: L

Target: I
Prediction: Y

Target: A
Prediction: A

Target: O
Prediction: X

Target: N
Prediction: M

Target: M
Prediction: M

Target: L
Prediction: L

Target: R
Prediction: X

Target: B
Prediction: X

Target: S
Prediction: X

Target: J
Prediction: X

Target: K
Prediction: X

Target: O
Prediction: X

Target: I
Prediction: X

Target: Y
Prediction: Y

Target: B
Prediction: X

Target: R
Prediction: X

Target: J
Prediction: X

Target: Z
Prediction: L

Target: N
Prediction: M

Target: B
Prediction: X

Target: S
Prediction: X

Target: U
Prediction: X

Target: J
Prediction: A

Target: Q
Prediction: X

Target: T
Prediction: Y

Target: Z
Prediction: X

Target: F
Prediction: M

Target: J
Prediction: X

Target: L
Prediction: L

Target: V
Prediction: Y

Target: I
Prediction: X

Target: U
Prediction: X

Target: K
Prediction: X

Target: E
Prediction: X

Target: F
Prediction: Y

Target: N
Prediction: M

Target: A
Prediction: X

Target: N
Prediction: M

Target: B
Prediction: X

Target: J
Prediction: L

Target: P
Prediction: Y

Target: Z
Prediction: X

Target: W
Prediction: M

Target: F
Prediction: Y

Target: X
Prediction: X

Target: R
Prediction: X

Target: H
Prediction: X

Target: L
Prediction: L

Target: R
Prediction: X

Target: O
Prediction: X

Target: K
Prediction: X

Target: S
Prediction: X

Target: C
Prediction: X

Target: Y
Prediction: X

Target: Z
Prediction: X

Target: F
Prediction: Y

Target: C
Prediction: X

Target: H
Prediction: M

Target: T
Prediction: Y

Target: R
Prediction: X

Target: S
Prediction: X

Target: D
Prediction: X

Target: E
Prediction: X

Target: A
Prediction: A

Target: E
Prediction: X

Target: Y
Prediction: Y

Target: P
Prediction: Y

Target: J
Prediction: X

Target: W
Prediction: W

Target: M
Prediction: M

Target: H
Prediction: X

Target: I
Prediction: X

Target: V
Prediction: Y

Target: W
Prediction: M

Target: A
Prediction: A

Target: I
Prediction: X

Target: J
Prediction: X

Target: B
Prediction: X

Target: F
Prediction: Y

Target: P
Prediction: Y

Target: E
Prediction: X

Target: W
Prediction: W

Target: C
Prediction: X

Target: H
Prediction: X

Target: Y
Prediction: Y

Target: R
Prediction: X

Target: F
Prediction: M

Target: N
Prediction: M

Target: K
Prediction: M

Target: S
Prediction: X

Target: Z
Prediction: X

Target: M
Prediction: M

Target: F
Prediction: Y

Target: C
Prediction: X

Target: C
Prediction: X

Target: O
Prediction: X

Target: N
Prediction: M

Target: C
Prediction: X

Target: E
Prediction: X

Target: B
Prediction: X

Target: B
Prediction: X

Target: G
Prediction: X

Target: N
Prediction: M

Target: S
Prediction: X

Target: D
Prediction: X

Target: G
Prediction: X

Target: V
Prediction: Y

Target: Q
Prediction: X

Target: W
Prediction: M

Target: T
Prediction: Y

Target: K
Prediction: X

Target: J
Prediction: X

Target: A
Prediction: A

Target: N
Prediction: M

Target: R
Prediction: X

Target: C
Prediction: X

Target: H
Prediction: X

Target: E
Prediction: X

Target: I
Prediction: X

Target: D
Prediction: X

Target: G
Prediction: X

Target: Z
Prediction: X

Target: J
Prediction: X

Target: K
Prediction: X

Target: D
Prediction: X

Target: P
Prediction: Y

Target: B
Prediction: X

Target: E
Prediction: X

Target: N
Prediction: M

Target: Q
Prediction: X

Target: D
Prediction: X

Target: B
Prediction: X

Target: H
Prediction: X

Target: S
Prediction: X

Target: S
Prediction: X

Target: C
Prediction: X

Target: D
Prediction: X

Target: R
Prediction: X

Target: K
Prediction: X

Target: R
Prediction: X

Target: S
Prediction: X

Target: Z
Prediction: X

Target: S
Prediction: X

Target: N
Prediction: M

Target: X
Prediction: X

Target: B
Prediction: X

Target: B
Prediction: X

Target: V
Prediction: Y

Target: O
Prediction: X

Target: P
Prediction: Y

Target: G
Prediction: X

Target: C
Prediction: X

Target: A
Prediction: A

Target: T
Prediction: Y

Target: U
Prediction: X

Target: E
Prediction: X

Target: U
Prediction: X

Target: Y
Prediction: P

Target: O
Prediction: X

Target: Z
Prediction: X

Target: X
Prediction: X

Target: N
Prediction: M

Target: S
Prediction: X

Target: K
Prediction: X

Target: C
Prediction: X

Target: O
Prediction: X

Target: S
Prediction: X

Target: I
Prediction: X

Target: A
Prediction: A

Target: M
Prediction: M

Target: J
Prediction: X

Target: V
Prediction: Y

Target: Y
Prediction: Y

Target: U
Prediction: X

Target: N
Prediction: M

Target: E
Prediction: X

Target: T
Prediction: Y

Target: G
Prediction: P

Target: Z
Prediction: Y

Target: E
Prediction: X

Target: V
Prediction: Y

Target: E
Prediction: X

Target: D
Prediction: X

Target: N
Prediction: M

Target: X
Prediction: X

Target: H
Prediction: M

Target: E
Prediction: X

Target: D
Prediction: X

Target: L
Prediction: L

Target: U
Prediction: M

Target: O
Prediction: X

Target: X
Prediction: X

Target: F
Prediction: Y

Target: R
Prediction: X

Target: D
Prediction: X

Target: M
Prediction: M

Target: K
Prediction: X

Target: V
Prediction: Y

Target: K
Prediction: X

Target: G
Prediction: X

Target: J
Prediction: X

Target: W
Prediction: M

Target: T
Prediction: Y

Target: A
Prediction: A

Target: R
Prediction: X

Target: D
Prediction: X

Target: B
Prediction: X

Target: D
Prediction: X

Target: S
Prediction: X

Target: S
Prediction: X

Target: J
Prediction: X

Target: Y
Prediction: P

Target: G
Prediction: P

Target: U
Prediction: M

Target: N
Prediction: M

Target: B
Prediction: X

Target: K
Prediction: X

Target: B
Prediction: X

Target: M
Prediction: M

Target: K
Prediction: A

Target: G
Prediction: X

Target: U
Prediction: X

Target: E
Prediction: X

Target: F
Prediction: Y

Target: W
Prediction: W

Target: A
Prediction: A

Target: P
Prediction: Y

Target: B
Prediction: X

Target: S
Prediction: X

Target: T
Prediction: Y

Target: O
Prediction: X

Target: I
Prediction: Y

Target: T
Prediction: X

Target: R
Prediction: X

Target: R
Prediction: X

Target: L
Prediction: L

Target: M
Prediction: M

Target: K
Prediction: M

Target: E
Prediction: X

Target: B
Prediction: X

Target: M
Prediction: M

Target: C
Prediction: X

Target: E
Prediction: X

Target: J
Prediction: X

Target: I
Prediction: P

Target: G
Prediction: X

Target: A
Prediction: A

Target: W
Prediction: W

Target: X
Prediction: L

Target: G
Prediction: X

Target: Q
Prediction: X

Target: T
Prediction: Y

Target: U
Prediction: X

Target: M
Prediction: M

Target: T
Prediction: Y

Target: S
Prediction: X

Target: A
Prediction: A

Target: G
Prediction: X

Target: V
Prediction: X

Target: U
Prediction: X

Target: T
Prediction: Y

Target: C
Prediction: X

Target: Q
Prediction: X

Target: V
Prediction: X

Target: G
Prediction: X

Target: K
Prediction: X

Target: D
Prediction: X

Average Error on Test Set: 0.07357216517527501

Correctly Predicted: 17.15% of test set

****************
Learning Rate: 5e-06
****************

Training log:
****************
Error after 100 epochs: 0.0740841999171486
Error after 500 epochs: 0.07437565410271628
Error after 1000 epochs: 0.07722480676514232
Error after 2000 epochs: 0.07402705836823278
Error after 5000 epochs: 0.0667781430572192
Error after 10000 epochs: 0.06401938486965941

Testing log (showing every tenth set of targets/predictions):
****************
Target: U
Prediction: U

Target: F
Prediction: Z

Target: H
Prediction: G

Target: B
Prediction: G

Target: E
Prediction: G

Target: H
Prediction: Y

Target: U
Prediction: U

Target: W
Prediction: G

Target: S
Prediction: Z

Target: O
Prediction: G

Target: V
Prediction: Y

Target: A
Prediction: A

Target: C
Prediction: U

Target: B
Prediction: Z

Target: A
Prediction: A

Target: H
Prediction: G

Target: H
Prediction: G

Target: R
Prediction: G

Target: X
Prediction: Z

Target: O
Prediction: G

Target: R
Prediction: G

Target: O
Prediction: G

Target: W
Prediction: M

Target: J
Prediction: J

Target: V
Prediction: Y

Target: K
Prediction: G

Target: S
Prediction: G

Target: C
Prediction: G

Target: Q
Prediction: G

Target: X
Prediction: G

Target: A
Prediction: A

Target: F
Prediction: Y

Target: T
Prediction: Y

Target: O
Prediction: G

Target: G
Prediction: G

Target: K
Prediction: U

Target: Y
Prediction: Y

Target: H
Prediction: G

Target: Z
Prediction: Z

Target: C
Prediction: G

Target: P
Prediction: G

Target: C
Prediction: G

Target: Z
Prediction: Z

Target: H
Prediction: G

Target: H
Prediction: U

Target: O
Prediction: N

Target: R
Prediction: G

Target: A
Prediction: A

Target: Y
Prediction: G

Target: N
Prediction: M

Target: Q
Prediction: G

Target: F
Prediction: Y

Target: I
Prediction: J

Target: I
Prediction: J

Target: R
Prediction: G

Target: J
Prediction: J

Target: T
Prediction: Y

Target: D
Prediction: N

Target: Q
Prediction: G

Target: P
Prediction: Y

Target: P
Prediction: G

Target: V
Prediction: Y

Target: W
Prediction: Y

Target: J
Prediction: J

Target: P
Prediction: G

Target: K
Prediction: M

Target: M
Prediction: G

Target: K
Prediction: G

Target: N
Prediction: U

Target: P
Prediction: G

Target: O
Prediction: G

Target: F
Prediction: V

Target: R
Prediction: G

Target: D
Prediction: Z

Target: D
Prediction: G

Target: M
Prediction: M

Target: Z
Prediction: Z

Target: R
Prediction: G

Target: M
Prediction: M

Target: T
Prediction: G

Target: A
Prediction: A

Target: W
Prediction: U

Target: W
Prediction: V

Target: K
Prediction: N

Target: E
Prediction: Z

Target: F
Prediction: P

Target: G
Prediction: G

Target: Q
Prediction: G

Target: V
Prediction: Y

Target: Y
Prediction: Y

Target: G
Prediction: G

Target: Y
Prediction: Y

Target: O
Prediction: N

Target: I
Prediction: J

Target: X
Prediction: D

Target: U
Prediction: U

Target: G
Prediction: G

Target: N
Prediction: Y

Target: Q
Prediction: V

Target: Y
Prediction: Y

Target: Z
Prediction: G

Target: H
Prediction: N

Target: Q
Prediction: G

Target: O
Prediction: D

Target: S
Prediction: Z

Target: O
Prediction: G

Target: I
Prediction: J

Target: G
Prediction: G

Target: G
Prediction: G

Target: P
Prediction: G

Target: W
Prediction: P

Target: Q
Prediction: Z

Target: F
Prediction: G

Target: X
Prediction: G

Target: B
Prediction: G

Target: F
Prediction: V

Target: X
Prediction: Z

Target: X
Prediction: D

Target: I
Prediction: J

Target: E
Prediction: G

Target: I
Prediction: J

Target: J
Prediction: G

Target: P
Prediction: Z

Target: P
Prediction: Y

Target: D
Prediction: U

Target: X
Prediction: Z

Target: V
Prediction: Y

Target: F
Prediction: Y

Target: V
Prediction: Y

Target: W
Prediction: G

Target: P
Prediction: Y

Target: Q
Prediction: G

Target: E
Prediction: L

Target: I
Prediction: X

Target: A
Prediction: A

Target: O
Prediction: G

Target: N
Prediction: G

Target: M
Prediction: M

Target: L
Prediction: L

Target: R
Prediction: G

Target: B
Prediction: Z

Target: S
Prediction: Z

Target: J
Prediction: J

Target: K
Prediction: G

Target: O
Prediction: G

Target: I
Prediction: J

Target: Y
Prediction: Y

Target: B
Prediction: Z

Target: R
Prediction: G

Target: J
Prediction: J

Target: Z
Prediction: Z

Target: N
Prediction: G

Target: B
Prediction: G

Target: S
Prediction: Z

Target: U
Prediction: U

Target: J
Prediction: J

Target: Q
Prediction: G

Target: T
Prediction: Y

Target: Z
Prediction: Z

Target: F
Prediction: G

Target: J
Prediction: J

Target: L
Prediction: L

Target: V
Prediction: Y

Target: I
Prediction: J

Target: U
Prediction: U

Target: K
Prediction: U

Target: E
Prediction: G

Target: F
Prediction: G

Target: N
Prediction: U

Target: A
Prediction: Z

Target: N
Prediction: G

Target: B
Prediction: J

Target: J
Prediction: J

Target: P
Prediction: P

Target: Z
Prediction: Z

Target: W
Prediction: P

Target: F
Prediction: J

Target: X
Prediction: G

Target: R
Prediction: G

Target: H
Prediction: G

Target: L
Prediction: L

Target: R
Prediction: G

Target: O
Prediction: G

Target: K
Prediction: U

Target: S
Prediction: Z

Target: C
Prediction: N

Target: Y
Prediction: G

Target: Z
Prediction: Z

Target: F
Prediction: G

Target: C
Prediction: G

Target: H
Prediction: N

Target: T
Prediction: Y

Target: R
Prediction: G

Target: S
Prediction: Z

Target: D
Prediction: G

Target: E
Prediction: U

Target: A
Prediction: A

Target: E
Prediction: Z

Target: Y
Prediction: Y

Target: P
Prediction: Y

Target: J
Prediction: J

Target: W
Prediction: Y

Target: M
Prediction: M

Target: H
Prediction: G

Target: I
