Initialising Weights Using Xavier Weight Initialisation
Hidden Units: 50
Number of Epochs: 2000

****************
Learning Rate: 7.5e-06
****************

Training log:
Prediction: L

Target: F
Prediction: W

Target: C
Prediction: L

Target: H
Prediction: A

Target: T
Prediction: Y

Target: R
Prediction: L

Target: S
Prediction: L

Target: D
Prediction: A

Target: E
Prediction: Y

Target: A
Prediction: A

Target: E
Prediction: L

Target: Y
Prediction: W

Target: P
Prediction: W

Target: J
Prediction: A

Target: W
Prediction: W

Target: M
Prediction: M

Target: H
Prediction: A

Target: I
Prediction: L

Target: V
Prediction: W

Target: W
Prediction: W

Target: A
Prediction: A

Target: I
Prediction: L

Target: J
Prediction: A

Target: B
Prediction: A

Target: F
Prediction: J

Target: P
Prediction: A

Target: E
Prediction: A

Target: W
Prediction: W

Target: C
Prediction: Y

Target: H
Prediction: L

Target: Y
Prediction: W

Target: R
Prediction: W

Target: F
Prediction: W

Target: N
Prediction: M

Target: K
Prediction: J

Target: S
Prediction: Y

Target: Z
Prediction: J

Target: M
Prediction: M

Target: F
Prediction: W

Target: C
Prediction: L

Target: C
Prediction: J

Target: O
Prediction: A

Target: N
Prediction: W

Target: C
Prediction: U

Target: E
Prediction: L

Target: B
Prediction: A

Target: B
Prediction: A

Target: G
Prediction: W

Target: N
Prediction: M

Target: S
Prediction: A

Target: D
Prediction: L

Target: G
Prediction: L

Target: V
Prediction: W

Target: Q
Prediction: V

Target: W
Prediction: W

Target: T
Prediction: W

Target: K
Prediction: L

Target: J
Prediction: A

Target: A
Prediction: A

Target: N
Prediction: W

Target: R
Prediction: L

Target: C
Prediction: W

Target: H
Prediction: A

Target: E
Prediction: L

Target: I
Prediction: L

Target: D
Prediction: M

Target: G
Prediction: L

Target: Z
Prediction: J

Target: J
Prediction: A

Target: K
Prediction: M

Target: D
Prediction: A

Target: P
Prediction: A

Target: B
Prediction: A

Target: E
Prediction: L

Target: N
Prediction: A

Target: Q
Prediction: A

Target: D
Prediction: A

Target: B
Prediction: A

Target: H
Prediction: A

Target: S
Prediction: A

Target: S
Prediction: J

Target: C
Prediction: L

Target: D
Prediction: A

Target: R
Prediction: A

Target: K
Prediction: L

Target: R
Prediction: L

Target: S
Prediction: W

Target: Z
Prediction: L

Target: S
Prediction: A

Target: N
Prediction: M

Target: X
Prediction: L

Target: B
Prediction: L

Target: B
Prediction: W

Target: V
Prediction: W

Target: O
Prediction: A

Target: P
Prediction: W

Target: G
Prediction: L

Target: C
Prediction: W

Target: A
Prediction: A

Target: T
Prediction: W

Target: U
Prediction: U

Target: E
Prediction: L

Target: U
Prediction: Y

Target: Y
Prediction: U

Target: O
Prediction: M

Target: Z
Prediction: L

Target: X
Prediction: A

Target: N
Prediction: W

Target: S
Prediction: A

Target: K
Prediction: A

Target: C
Prediction: L

Target: O
Prediction: M

Target: S
Prediction: A

Target: I
Prediction: L

Target: A
Prediction: A

Target: M
Prediction: M

Target: J
Prediction: J

Target: V
Prediction: W

Target: Y
Prediction: Y

Target: U
Prediction: M

Target: N
Prediction: A

Target: E
Prediction: L

Target: T
Prediction: W

Target: G
Prediction: A

Target: Z
Prediction: A

Target: E
Prediction: W

Target: V
Prediction: W

Target: E
Prediction: L

Target: D
Prediction: A

Target: N
Prediction: A

Target: X
Prediction: L

Target: H
Prediction: A

Target: E
Prediction: L

Target: D
Prediction: M

Target: L
Prediction: L

Target: U
Prediction: M

Target: O
Prediction: L

Target: X
Prediction: J

Target: F
Prediction: W

Target: R
Prediction: L

Target: D
Prediction: J

Target: M
Prediction: M

Target: K
Prediction: W

Target: V
Prediction: W

Target: K
Prediction: W

Target: G
Prediction: L

Target: J
Prediction: A

Target: W
Prediction: W

Target: T
Prediction: W

Target: A
Prediction: A

Target: R
Prediction: A

Target: D
Prediction: A

Target: B
Prediction: A

Target: D
Prediction: A

Target: S
Prediction: T

Target: S
Prediction: A

Target: J
Prediction: A

Target: Y
Prediction: W

Target: G
Prediction: A

Target: U
Prediction: U

Target: N
Prediction: W

Target: B
Prediction: A

Target: K
Prediction: Y

Target: B
Prediction: L

Target: M
Prediction: M

Target: K
Prediction: A

Target: G
Prediction: L

Target: U
Prediction: W

Target: E
Prediction: L

Target: F
Prediction: W

Target: W
Prediction: W

Target: A
Prediction: A

Target: P
Prediction: A

Target: B
Prediction: A

Target: S
Prediction: A

Target: T
Prediction: W

Target: O
Prediction: A

Target: I
Prediction: J

Target: T
Prediction: W

Target: R
Prediction: L

Target: R
Prediction: L

Target: L
Prediction: L

Target: M
Prediction: M

Target: K
Prediction: W

Target: E
Prediction: L

Target: B
Prediction: A

Target: M
Prediction: W

Target: C
Prediction: M

Target: E
Prediction: A

Target: J
Prediction: J

Target: I
Prediction: A

Target: G
Prediction: L

Target: A
Prediction: A

Target: W
Prediction: W

Target: X
Prediction: A

Target: G
Prediction: L

Target: Q
Prediction: A

Target: T
Prediction: W

Target: U
Prediction: U

Target: M
Prediction: M

Target: T
Prediction: Y

Target: S
Prediction: W

Target: A
Prediction: A

Target: G
Prediction: L

Target: V
Prediction: W

Target: U
Prediction: U

Target: T
Prediction: Y

Target: C
Prediction: L

Target: Q
Prediction: A

Target: V
Prediction: W

Target: G
Prediction: L

Target: K
Prediction: W

Target: D
Prediction: A

Average Error on Test Set: 0.10844868428385067

Correctly Predicted: 15.88% of test set

****************
Learning Rate: 5e-06
****************

Training log:
****************
Error after 100 epochs: 0.10026352961506992
Error after 500 epochs: 0.07756610958917164
Error after 1000 epochs: 0.07590270396252335
Error after 2000 epochs: 0.07701600953872104

Testing log (showing every tenth set of targets/predictions):
****************
Target: U
Prediction: T

Target: F
Prediction: F

Target: H
Prediction: L

Target: B
Prediction: A

Target: E
Prediction: Z

Target: H
Prediction: Z

Target: U
Prediction: M

Target: W
Prediction: V

Target: S
Prediction: D

Target: O
Prediction: A

Target: V
Prediction: V

Target: A
Prediction: A

Target: C
Prediction: L

Target: B
Prediction: A

Target: A
Prediction: A

Target: H
Prediction: A

Target: H
Prediction: A

Target: R
Prediction: Z

Target: X
Prediction: A

Target: O
Prediction: A

Target: R
Prediction: Z

Target: O
Prediction: A

Target: W
Prediction: V

Target: J
Prediction: A

Target: V
Prediction: F

Target: K
Prediction: Z

Target: S
Prediction: Z

Target: C
Prediction: A

Target: Q
Prediction: A

Target: X
Prediction: A

Target: A
Prediction: A

Target: F
Prediction: L

Target: T
Prediction: L

Target: O
Prediction: A

Target: G
Prediction: A

Target: K
Prediction: M

Target: Y
Prediction: V

Target: H
Prediction: M

Target: Z
Prediction: Z

Target: C
Prediction: L

Target: P
Prediction: F

Target: C
Prediction: L

Target: Z
Prediction: Z

Target: H
Prediction: A

Target: H
Prediction: A

Target: O
Prediction: A

Target: R
Prediction: A

Target: A
Prediction: A

Target: Y
Prediction: A

Target: N
Prediction: V

Target: Q
Prediction: A

Target: F
Prediction: V

Target: I
Prediction: A

Target: I
Prediction: A

Target: R
Prediction: Z

Target: J
Prediction: A

Target: T
Prediction: F

Target: D
Prediction: A

Target: Q
Prediction: A

Target: P
Prediction: F

Target: P
Prediction: A

Target: V
Prediction: F

Target: W
Prediction: W

Target: J
Prediction: A

Target: P
Prediction: A

Target: K
Prediction: Z

Target: M
Prediction: A

Target: K
Prediction: A

Target: N
Prediction: M

Target: P
Prediction: A

Target: O
Prediction: A

Target: F
Prediction: F

Target: R
Prediction: A

Target: D
Prediction: A

Target: D
Prediction: A

Target: M
Prediction: A

Target: Z
Prediction: Z

Target: R
Prediction: A

Target: M
Prediction: A

Target: T
Prediction: Z

Target: A
Prediction: A

Target: W
Prediction: W

Target: W
Prediction: W

Target: K
Prediction: L

Target: E
Prediction: L

Target: F
Prediction: F

Target: G
Prediction: A

Target: Q
Prediction: Z

Target: V
Prediction: V

Target: Y
Prediction: Z

Target: G
Prediction: A

Target: Y
Prediction: L

Target: O
Prediction: A

Target: I
Prediction: L

Target: X
Prediction: L

Target: U
Prediction: A

Target: G
Prediction: A

Target: N
Prediction: L

Target: Q
Prediction: A

Target: Y
Prediction: L

Target: Z
Prediction: A

Target: H
Prediction: A

Target: Q
Prediction: A

Target: O
Prediction: A

Target: S
Prediction: Z

Target: O
Prediction: A

Target: I
Prediction: A

Target: G
Prediction: Z

Target: G
Prediction: Z

Target: P
Prediction: A

Target: W
Prediction: V

Target: Q
Prediction: A

Target: F
Prediction: A

Target: X
Prediction: A

Target: B
Prediction: A

Target: F
Prediction: F

Target: X
Prediction: Z

Target: X
Prediction: Z

Target: I
Prediction: A

Target: E
Prediction: A

Target: I
Prediction: L

Target: J
Prediction: Z

Target: P
Prediction: A

Target: P
Prediction: A

Target: D
Prediction: M

Target: X
Prediction: Z

Target: V
Prediction: T

Target: F
Prediction: F

Target: V
Prediction: T

Target: W
Prediction: W

Target: P
Prediction: V

Target: Q
Prediction: A

Target: E
Prediction: Z

Target: I
Prediction: A

Target: A
Prediction: A

Target: O
Prediction: A

Target: N
Prediction: V

Target: M
Prediction: M

Target: L
Prediction: L

Target: R
Prediction: Z

Target: B
Prediction: A

Target: S
Prediction: Z

Target: J
Prediction: A

Target: K
Prediction: L

Target: O
Prediction: A

Target: I
Prediction: A

Target: Y
Prediction: L

Target: B
Prediction: A

Target: R
Prediction: A

Target: J
Prediction: A

Target: Z
Prediction: A

Target: N
Prediction: V

Target: B
Prediction: A

Target: S
Prediction: D

Target: U
Prediction: A

Target: J
Prediction: A

Target: Q
Prediction: A

Target: T
Prediction: L

Target: Z
Prediction: Z

Target: F
Prediction: M

Target: J
Prediction: A

Target: L
Prediction: A

Target: V
Prediction: M

Target: I
Prediction: A

Target: U
Prediction: L

Target: K
Prediction: L

Target: E
Prediction: A

Target: F
Prediction: F

Target: N
Prediction: A

Target: A
Prediction: A

Target: N
Prediction: V

Target: B
Prediction: A

Target: J
Prediction: A

Target: P
Prediction: F

Target: Z
Prediction: Z

Target: W
Prediction: W

Target: F
Prediction: F

Target: X
Prediction: Z

Target: R
Prediction: A

Target: H
Prediction: A

Target: L
Prediction: A

Target: R
Prediction: A

Target: O
Prediction: A

Target: K
Prediction: L

Target: S
Prediction: Z

Target: C
Prediction: L

Target: Y
Prediction: A

Target: Z
Prediction: Z

Target: F
Prediction: A

Target: C
Prediction: Z

Target: H
Prediction: A

Target: T
Prediction: L

Target: R
Prediction: A

Target: S
Prediction: Z

Target: D
Prediction: A

Target: E
Prediction: M

Target: A
Prediction: A

Target: E
Prediction: Z

Target: Y
Prediction: F

Target: P
Prediction: F

Target: J
Prediction: A

Target: W
Prediction: W

Target: M
Prediction: M

Target: H
Prediction: A

Target: I
Prediction: A

Target: V
Prediction: F

Target: W
Prediction: V

Target: A
Prediction: A

Target: I
Prediction: L

Target: J
Prediction: A

Target: B
Prediction: A

Target: F
Prediction: F

Target: P
Prediction: A

Target: E
Prediction: A

Target: W
Prediction: W

Target: C
Prediction: L

Target: H
Prediction: A

Target: Y
Prediction: L

Target: R
Prediction: Z

Target: F
Prediction: M

Target: N
Prediction: A

Target: K
Prediction: A

Target: S
Prediction: Z

Target: Z
Prediction: Z

Target: M
Prediction: A

Target: F
Prediction: F

Target: C
Prediction: L

Target: C
Prediction: A

Target: O
Prediction: A

Target: N
Prediction: V

Target: C
Prediction: M

Target: E
Prediction: L

Target: B
Prediction: A

Target: B
Prediction: A

Target: G
Prediction: Z

Target: N
Prediction: A

Target: S
Prediction: A

Target: D
Prediction: A

Target: G
Prediction: A

Target: V
Prediction: T

Target: Q
Prediction: Z

Target: W
Prediction: V

Target: T
Prediction: F

Target: K
Prediction: A

Target: J
Prediction: A

Target: A
Prediction: A

Target: N
Prediction: A

Target: R
Prediction: A

Target: C
Prediction: A

Target: H
Prediction: A

Target: E
Prediction: Z

Target: I
Prediction: A

Target: D
Prediction: A

Target: G
Prediction: A

Target: Z
Prediction: Z

Target: J
Prediction: A

Target: K
Prediction: M

Target: D
Prediction: A

Target: P
Prediction: A

Target: B
Prediction: A

Target: E
Prediction: L

Target: N
Prediction: A

Target: Q
Prediction: A

Target: D
Prediction: A

Target: B
Prediction: A

Target: H
Prediction: A

Target: S
Prediction: A

Target: S
Prediction: A

Target: C
Prediction: Z

Target: D
Prediction: A

Target: R
Prediction: A

Target: K
Prediction: A

Target: R
Prediction: Z

Target: S
Prediction: Z

Target: Z
Prediction: Z

Target: S
Prediction: E

Target: N
Prediction: A

Target: X
Prediction: Z

Target: B
Prediction: A

Target: B
Prediction: A

Target: V
Prediction: T

Target: O
Prediction: A

Target: P
Prediction: F

Target: G
Prediction: A

Target: C
Prediction: M

Target: A
Prediction: A

Target: T
Prediction: F

Target: U
Prediction: L

Target: E
Prediction: Z

Target: U
Prediction: L

Target: Y
Prediction: A

Target: O
Prediction: A

Target: Z
Prediction: Z

Target: X
Prediction: A

Target: N
Prediction: W

Target: S
Prediction: A

Target: K
Prediction: A

Target: C
Prediction: L

Target: O
Prediction: A

Target: S
Prediction: A

Target: I
Prediction: A

Target: A
Prediction: A

Target: M
Prediction: A

Target: J
Prediction: A

Target: V
Prediction: T

Target: Y
Prediction: L

Target: U
Prediction: L

Target: N
Prediction: A

Target: E
Prediction: Z

Target: T
Prediction: L

Target: G
Prediction: A

Target: Z
Prediction: A

Target: E
Prediction: Z

Target: V
Prediction: F

Target: E
Prediction: Z

Target: D
Prediction: A

Target: N
Prediction: A

Target: X
Prediction: Z

Target: H
Prediction: A

Target: E
Prediction: A

Target: D
Prediction: A

Target: L
Prediction: A

Target: U
Prediction: A

Target: O
Prediction: A

Target: X
Prediction: A

Target: F
Prediction: F

Target: R
Prediction: A

Target: D
Prediction: A

Target: M
Prediction: A

Target: K
Prediction: Z

Target: V
Prediction: F

Target: K
Prediction: M

Target: G
Prediction: A

Target: J
Prediction: Z

Target: W
Prediction: F

Target: T
Prediction: L

Target: A
Prediction: A

Target: R
Prediction: A

Target: D
Prediction: A

Target: B
Prediction: A

Target: D
Prediction: A

Target: S
Prediction: Z

Target: S
Prediction: E

Target: J
Prediction: A

Target: Y
Prediction: A

Target: G
Prediction: A

Target: U
Prediction: L

Target: N
Prediction: A

Target: B
Prediction: A

Target: K
Prediction: M

Target: B
Prediction: A

Target: M
Prediction: M

Target: K
Prediction: A

Target: G
Prediction: A

Target: U
Prediction: L

Target: E
Prediction: Z

Target: F
Prediction: F

Target: W
Prediction: W

Target: A
Prediction: A

Target: P
Prediction: A

Target: B
Prediction: A

Target: S
Prediction: E

Target: T
Prediction: F

Target: O
Prediction: A

Target: I
Prediction: F

Target: T
Prediction: Z

Target: R
Prediction: A

Target: R
Prediction: F

Target: L
Prediction: L

Target: M
Prediction: A

Target: K
Prediction: L

Target: E
Prediction: Z

Target: B
Prediction: A

Target: M
Prediction: M

Target: C
Prediction: A

Target: E
Prediction: A

Target: J
Prediction: A

Target: I
Prediction: A

Target: G
Prediction: A

Target: A
Prediction: A

Target: W
Prediction: W

Target: X
Prediction: A

Target: G
Prediction: A

Target: Q
Prediction: A

Target: T
Prediction: L

Target: U
Prediction: L

Target: M
Prediction: M

Target: T
Prediction: F

Target: S
Prediction: M

Target: A
Prediction: A

Target: G
Prediction: A

Target: V
Prediction: A

Target: U
Prediction: A

Target: T
Prediction: F

Target: C
Prediction: A

Target: Q
Prediction: A

Target: V
Prediction: A

Target: G
Prediction: A

Target: K
Prediction: L

Target: D
Prediction: A

Average Error on Test Set: 0.09181018576633464

Correctly Predicted: 12.1% of test set

****************
Learning Rate: 2.5e-06
****************

Training log:
****************
Error after 100 epochs: 0.12063930683093521
Error after 500 epochs: 0.0826818782439067
Error after 1000 epochs: 0.07728396346730157
Error after 2000 epochs: 0.07636264227095771

Testing log (showing every tenth set of targets/predictions):
****************
Target: U
Prediction: P

Target: F
Prediction: F

Target: H
Prediction: A

Target: B
Prediction: A

Target: E
Prediction: A

Target: H
Prediction: M

Target: U
Prediction: M

Target: W
Prediction: M

Target: S
Prediction: A

Target: O
Prediction: A

Target: V
Prediction: Y

Target: A
Prediction: A

Target: C
Prediction: J

Target: B
Prediction: A

Target: A
Prediction: A

Target: H
Prediction: A

Target: H
Prediction: U

Target: R
Prediction: A

Target: X
Prediction: F

Target: O
Prediction: A

Target: R
Prediction: A

Target: O
Prediction: A

Target: W
Prediction: M

Target: J
Prediction: F

Target: V
Prediction: Y

Target: K
Prediction: A

Target: S
Prediction: A

Target: C
Prediction: A

Target: Q
Prediction: A

Target: X
Prediction: A

Target: A
Prediction: A

Target: F
Prediction: Y

Target: T
Prediction: Y

Target: O
Prediction: A

Target: G
Prediction: A

Target: K
Prediction: F

Target: Y
Prediction: Y

Target: H
Prediction: A

Target: Z
Prediction: A

Target: C
Prediction: Z

Target: P
Prediction: F

Target: C
Prediction: Z

Target: Z
Prediction: A

Target: H
Prediction: A

Target: H
Prediction: Q

Target: O
Prediction: Q

Target: R
Prediction: A

Target: A
Prediction: A

Target: Y
Prediction: A

Target: N
Prediction: F

Target: Q
Prediction: M

Target: F
Prediction: F

Target: I
Prediction: A

Target: I
Prediction: Q

Target: R
Prediction: A

Target: J
Prediction: F

Target: T
Prediction: I

Target: D
Prediction: Q

Target: Q
Prediction: A

Target: P
Prediction: Y

Target: P
Prediction: F

Target: V
Prediction: Y

Target: W
Prediction: T

Target: J
Prediction: A

Target: P
Prediction: F

Target: K
Prediction: A

Target: M
Prediction: M

Target: K
Prediction: A

Target: N
Prediction: D

Target: P
Prediction: A

Target: O
Prediction: A

Target: F
Prediction: F

Target: R
Prediction: A

Target: D
Prediction: M

Target: D
Prediction: M

Target: M
Prediction: M

Target: Z
Prediction: F

Target: R
Prediction: Q

Target: M
Prediction: A

Target: T
Prediction: M

Target: A
Prediction: A

Target: W
Prediction: A

Target: W
Prediction: M

Target: K
Prediction: J

Target: E
Prediction: F

Target: F
Prediction: F

Target: G
Prediction: Q

Target: Q
Prediction: A

Target: V
Prediction: Y

Target: Y
Prediction: M

Target: G
Prediction: A

Target: Y
Prediction: Y

Target: O
Prediction: A

Target: I
Prediction: Q

Target: X
Prediction: F

Target: U
Prediction: Q

Target: G
Prediction: A

Target: N
Prediction: N

Target: Q
Prediction: M

Target: Y
Prediction: F

Target: Z
Prediction: D

Target: H
Prediction: A

Target: Q
Prediction: A

Target: O
Prediction: A

Target: S
Prediction: A

Target: O
Prediction: A

Target: I
Prediction: F

Target: G
Prediction: M

Target: G
Prediction: M

Target: P
Prediction: F

Target: W
Prediction: M

Target: Q
Prediction: A

Target: F
Prediction: F

Target: X
Prediction: A

Target: B
Prediction: A

Target: F
Prediction: F

Target: X
Prediction: Q

Target: X
Prediction: A

Target: I
Prediction: J

Target: E
Prediction: A

Target: I
Prediction: J

Target: J
Prediction: M

Target: P
Prediction: F

Target: P
Prediction: A

Target: D
Prediction: A

Target: X
Prediction: A

Target: V
Prediction: Y

Target: F
Prediction: F

Target: V
Prediction: Y

Target: W
Prediction: M

Target: P
Prediction: M

Target: Q
Prediction: A

Target: E
Prediction: Z

Target: I
Prediction: M

Target: A
Prediction: A

Target: O
Prediction: A

Target: N
Prediction: D

Target: M
Prediction: A

Target: L
Prediction: Q

Target: R
Prediction: M

Target: B
Prediction: A

Target: S
Prediction: A

Target: J
Prediction: F

Target: K
Prediction: F

Target: O
Prediction: A

Target: I
Prediction: F

Target: Y
Prediction: Y

Target: B
Prediction: A

Target: R
Prediction: A

Target: J
Prediction: A

Target: Z
Prediction: A

Target: N
Prediction: Y

Target: B
Prediction: F

Target: S
Prediction: A

Target: U
Prediction: Q

Target: J
Prediction: A

Target: Q
Prediction: A

Target: T
Prediction: Y

Target: Z
Prediction: F

Target: F
Prediction: M

Target: J
Prediction: F

Target: L
Prediction: A

Target: V
Prediction: Y

Target: I
Prediction: A

Target: U
Prediction: A

Target: K
Prediction: F

Target: E
Prediction: Q

Target: F
Prediction: F

Target: N
Prediction: M

Target: A
Prediction: A

Target: N
Prediction: Y

Target: B
Prediction: F

Target: J
Prediction: A

Target: P
Prediction: F

Target: Z
Prediction: F

Target: W
Prediction: M

Target: F
Prediction: F

Target: X
Prediction: A

Target: R
Prediction: A

Target: H
Prediction: A

Target: L
Prediction: A

Target: R
Prediction: D

Target: O
Prediction: A

Target: K
Prediction: F

Target: S
Prediction: A

Target: C
Prediction: Z

Target: Y
Prediction: A

Target: Z
Prediction: D

Target: F
Prediction: F

Target: C
Prediction: D

Target: H
Prediction: Q

Target: T
Prediction: Y

Target: R
Prediction: D

Target: S
Prediction: Q

Target: D
Prediction: A

Target: E
Prediction: F

Target: A
Prediction: A

Target: E
Prediction: A

Target: Y
Prediction: Y

Target: P
Prediction: F

Target: J
Prediction: A

Target: W
Prediction: M

Target: M
Prediction: A

Target: H
Prediction: A

Target: I
Prediction: Q

Target: V
Prediction: Y

Target: W
Prediction: Y

Target: A
Prediction: A

Target: I
Prediction: I

Target: J
Prediction: A

Target: B
Prediction: A

Target: F
Prediction: F

Target: P
Prediction: F

Target: E
Prediction: A

